340	1
341	1
342	1
343	1
344	1
345	2
346	3
347	5
348	8
349	12
350	16
351	23
352	29
353	38
354	46
355	55
356	63
357	71
358	78
359	84
360	88
361	91
362	93
363	95
364	97
365	99
366	101
367	105
368	108
369	115
370	120
371	128
372	135
373	144
374	151
375	159
376	166
377	173
378	178
379	185
380	189
381	195
382	199
383	205
384	209
385	216
386	223
387	234
388	243
389	255
390	268
391	284
392	299
393	316
394	328
395	344
396	357
397	367
398	372
399	376
400	377
401	375
402	372
403	365
404	360
405	351
406	345
407	336
408	329
409	323
410	320
411	317
412	315
413	312
414	311
415	310
416	310
417	308
418	306
419	302
420	298
421	292
422	287
423	280
424	272
425	263
426	253
427	244
428	235
429	226
430	216
431	206
432	200
433	192
434	185
435	177
436	170
437	165
438	160
439	157
440	152
441	148
442	145
443	141
444	138
445	135
446	132
447	128
448	125
449	121
450	118
451	114
452	111
453	107
454	103
455	99
456	95
457	91
458	87
459	83
460	79
461	75
462	72
463	69
464	66
465	63
466	60
467	58
468	56
469	54
470	52
471	51
472	50
473	48
474	47
475	46
476	45
477	44
478	43
479	43
480	42
481	41
482	40
483	39
484	38
485	37
486	35
487	34
488	33
489	32
490	31
491	30
492	29
493	27
494	27
495	26
496	25
497	24
498	23
499	23
500	22
501	21
502	20
503	20
504	19
505	18
506	18
507	17
508	17
509	16
510	16
511	15
512	15
513	15
514	14
515	14
516	13
517	13
518	13
519	12
520	12
521	12
522	11
523	11
524	10
525	10
526	10
527	9
528	9
529	9
530	8
531	8
532	8
533	8
534	7
535	7
536	7
537	7
538	6
539	6
540	6
541	6
542	6
543	5
544	5
545	5
546	5
547	5
548	4
549	4
550	4
551	4
552	4
553	4
554	4
555	4
556	4
557	4
558	4
559	3
560	3
561	3
562	3
563	3
564	3
565	3
566	3
567	3
568	3
569	3
570	3
571	3
572	3
573	2
574	2
575	2
576	2
577	2
578	2
579	2
580	2
581	2
582	2
583	2
584	2
585	2
586	2
587	2
588	2
589	2
590	2
591	2
592	2
593	2
594	2
595	2
596	2
597	2
598	2
599	2
600	2
601	0
